Unnamed: 0,ID,Tipo de habitación,Ciudad,Localización,Precio por noche Octubre,Precio por noche Agosto,Valoración,Numero valoraciones,Dormitorios,Baños,Camas,Viajeros máximos
1568,41003481,"Habitación en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,baño compartido,1 cama,No especificado
1569,669563835006827092,"Habitación en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"4,73",11 evaluaciones,1 dormitorio,baño compartido,1 cama,No especificado
1570,5008858,"Alojamiento entero: piso en Barcelona, España",Barcelona,,139 €,149 €,"4,65",396 evaluaciones,2 dormitorios,5 baños,2 camas,3 viajeros
1571,1071740,"Alojamiento entero: piso en Barcelona, España",Barcelona,,699 €,699 €,Sin valoraciones,Sin valoraciones,2 dormitorios,2 baños,2 camas,4 viajeros
1572,1080583681860365767,"Yurta en Barcelona, España",Barcelona,,145 €,199 €,"4,40",10 evaluaciones,1 dormitorio,Sin baños,No especificado,2 viajeros
1573,757255974796976163,"Habitación en Barcelona, España",Barcelona,,89 €,129 €,"4,71",77 evaluaciones,1 dormitorio,baño compartido,1 cama,No especificado
1574,896856836379489751,"Alojamiento entero: vivienda en Sant Salvador de Guardiola, España",Barcelona,,125 €,No disponible en Agosto,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,1 baño,No especificado,2 viajeros
1575,6776807,"Alojamiento entero: piso en Barcelona, España",Barcelona,,329 €,329 €,"4,81",143 evaluaciones,3 dormitorios,2 baños,4 camas,6 viajeros
1576,1493025,"Alojamiento entero: loft en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"4,82",118 evaluaciones,1 dormitorio,1 baño,1 cama,2 viajeros
1577,1293412,,Barcelona,,No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Sin valoraciones,,,,
1578,15069624,"Habitación en Santa Coloma de Gramenet, España",Barcelona,,50 €,60 €,"4,80",175 evaluaciones,1 dormitorio,baño compartido,á cama,No especificado
1579,1084634931365167665,"Habitación en Barcelona, España",Barcelona,"41.38191,2.17814",400 €,405 €,"4,71",7 evaluaciones,1 dormitorio,baño compartido,1 cama,No especificado
1580,1100488398083786257,"Habitación en Barcelona, España",Barcelona,,40 €,No disponible en Agosto,"4,73",11 evaluaciones,1 dormitorio,baño compartido,2 camas,No especificado
1581,43041001,"Alojamiento entero: apto. residencial en L'Hospitalet de Llobregat, España",Barcelona,,45 €,45 €,"4,71",86 evaluaciones,1 dormitorio,1 baño,2 camas,5 viajeros
1582,1102583562378842806,"Habitación en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,Nuevo,Sin valoraciones,1 dormitorio,baño compartido,No especificado,No especificado
1583,846121214346059366,"Alojamiento entero: piso en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"4,68",41 evaluaciones,2 dormitorios,2 baños,2 camas,4 viajeros
1584,1702721,"Alojamiento entero: piso en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,1 baño,1 cama,2 viajeros
1585,1121755023880607952,"Alojamiento entero: loft en Barcelona, España",Barcelona,,No disponible en Octubre,150 €,"3,33",3 evaluaciones,1 dormitorio,1 baño,No especificado,2 viajeros
1586,748073612301479482,"Habitación en Barcelona, España",Barcelona,,79 €,82 €,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,baño compartido,1 cama,No especificado
1587,21000077,"Habitación en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"4,75",138 evaluaciones,1 dormitorio,baño compartido,1 cama,No especificado
1588,2853973,"Alojamiento entero: piso en Barcelona, España",Barcelona,,230 €,250 €,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,1 baño,No especificado,2 viajeros
1589,52358890,"Alojamiento entero: piso en Barcelona, España",Barcelona,,473 €,397 €,"4,63",40 evaluaciones,3 dormitorios,1 baño,3 camas,5 viajeros
1590,974390220487112997,"Alojamiento entero: piso en Barcelona, España",Barcelona,,215 €,214 €,Sin valoraciones,Sin valoraciones,1 dormitorio,1 baño,1 cama,2 viajeros
1591,983953792214468477,,Barcelona,,37 €,37 €,Sin valoraciones,Sin valoraciones,,,,
1592,50716479,"Habitación en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,· baño privado en la habitación,1 cama,No especificado
1593,694802952561057622,"Habitación en Barcelona, España",Barcelona,,99 €,129 €,"4,70",60 evaluaciones,1 dormitorio,baño compartido,1 cama,No especificado
1594,4022947,"Alojamiento entero: piso en Barcelona, España",Barcelona,,300 €,280 €,"4,57",594 evaluaciones,2 dormitorios,1 baño,3 camas,4 viajeros
1595,24978663,"Alojamiento entero: loft en Barcelona, España",Barcelona,"41.3848,2.171",No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,1 baño,1 cama,2 viajeros
1596,4679251,"Habitación en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,baño compartido,1 cama,No especificado
1597,40961877,"Alojamiento entero: apto. residencial en Barcelona, España",Barcelona,,No disponible en Octubre,270 €,"4,83",81 evaluaciones,1 dormitorio,1 baño,2 camas,2 viajeros
1598,986101,"Alojamiento entero: piso en Barcelona, España",Barcelona,,172 €,247 €,"4,54",157 evaluaciones,1 dormitorio,1 baño,2 camas,4 viajeros
1599,936900,"Alojamiento entero: piso en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,1 baño,1 cama,2 viajeros
1600,904257762419291262,,Barcelona,,No disponible en Octubre,500 €,Sin valoraciones,Sin valoraciones,,,,
1601,35155986,"Alojamiento entero: piso en Barcelona, España",Barcelona,,No disponible en Octubre,511 €,"4,68",25 evaluaciones,1 dormitorio,1 baño,2 camas,4 viajeros
1602,51590412,"Alojamiento entero: piso en Barcelona, España",Barcelona,,450 €,No disponible en Agosto,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,1 baño,2 camas,3 viajeros
1603,1120314102193414276,,Barcelona,,37 €,37 €,Sin valoraciones,Sin valoraciones,,,,
1604,922187435171509435,"Habitación en Barcelona, España",Barcelona,,101 €,123 €,Sin evaluaciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,baño compartido,1 cama,No especificado
1605,753525116543573425,"Habitación en Barcelona, España",Barcelona,,80 €,90 €,"4,66",35 evaluaciones,1 dormitorio,baño compartido,1 cama,No especificado
1606,872107529568771640,"Alojamiento entero: piso en Barcelona, España",Barcelona,,329 €,442 €,"4,60",5 evaluaciones,2 dormitorios,1 baño,3 camas,5 viajeros
1607,1072990171691972837,"Alojamiento entero: piso en Cornellà de Llobregat, España",Barcelona,,311 €,311 €,"5,0",4 evaluaciones,3 dormitorios,1 baño,3 camas,5 viajeros
1608,615088720139867756,"Alojamiento entero: vivienda en Can Rovira, España",Barcelona,,220 €,260 €,Sin valoraciones,Sin valoraciones,4 dormitorios,2 baños,4 camas,6 viajeros
1609,1128770863630383980,"Habitación en Barcelona, España",Barcelona,,No disponible en Octubre,129 €,"4,88",8 evaluaciones,1 dormitorio,baño compartido,1 cama,No especificado
1610,563971,"Alojamiento entero: piso en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"4,76",773 evaluaciones,1 dormitorio,1 baño,1 cama,2 viajeros
1611,1105736707826848369,,Barcelona,,20 €,35 €,Sin valoraciones,Sin valoraciones,,,,
1612,50256039,"Habitación en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"5,0",10 evaluaciones,1 dormitorio,baño compartido,1 cama,No especificado
1613,28768502,"Alojamiento entero: casa de invitados en Aiguafreda, España",Barcelona,,121 €,No disponible en Agosto,Sin valoraciones,Sin valoraciones,1 dormitorio,1 baño,2 camas,3 viajeros
1614,22695818,"Habitación en Badia del Vallès, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"4,60",258 evaluaciones,1 dormitorio,baño compartido,1 cama,No especificado
1615,38571196,"Alojamiento entero: piso en Barcelona, España",Barcelona,,247 €,No disponible en Agosto,"4,82",84 evaluaciones,3 dormitorios,2 baños,7 camas,6 viajeros
1616,608800331825807534,"Habitación en La Floresta, España",Barcelona,,51 €,51 €,"4,50",6 evaluaciones,1 dormitorio,baño compartido,1 cama,No especificado
1617,1125225051629566511,"Habitación en L'Hospitalet de Llobregat, España",Barcelona,,30 €,30 €,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,baño compartido,1 cama,No especificado
1618,1097199289067586020,"Habitación en Barcelona, España",Barcelona,,99 €,179 €,"4,67",3 evaluaciones,1 dormitorio,· baño privado en la habitación,1 cama,No especificado
1619,774731593250607896,"Habitación en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"4,80",40 evaluaciones,1 dormitorio,baño compartido,1 cama,No especificado
1620,1119456562765576218,"Habitación en El Prat de Llobregat, España",Barcelona,,68 €,68 €,"4,71",7 evaluaciones,1 dormitorio,· baño privado en el alojamiento,No especificado,No especificado
1621,19343873,"Alojamiento entero: piso en Barcelona, España",Barcelona,,140 €,No disponible en Agosto,"4,69",117 evaluaciones,2 dormitorios,1 baño,4 camas,4 viajeros
1622,781661592293639788,"Habitación en L'Hospitalet de Llobregat, España",Barcelona,,82 €,95 €,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,· baño privado en la habitación,2 camas,No especificado
1623,39686598,"Alojamiento entero: casa de invitados en Vilassar de Dalt, España",Barcelona,,70 €,No disponible en Agosto,Sin valoraciones,Sin valoraciones,1 dormitorio,1 baño,1 cama,2 viajeros
1624,40895049,"Alojamiento entero: piso en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,Sin valoraciones,1 evaluación,2 dormitorios,2 baños,2 camas,4 viajeros
1625,631002754356153272,"Alojamiento entero: apartamento con servicios en Barcelona, España",Barcelona,,320 €,316 €,"4,50",36 evaluaciones,1 dormitorio,1 baño,2 camas,2 viajeros
1626,871669408022989114,"Habitación en Barcelona, España",Barcelona,,79 €,79 €,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,baño compartido,No especificado,No especificado
1627,854222971508959081,"Habitación en Sabadell, España",Barcelona,,26 €,32 €,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,baño compartido,No especificado,No especificado
1628,3172803,"Alojamiento entero: piso en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Sin valoraciones,1 dormitorio,1 baño,1 cama,4 viajeros
1629,5196775,"Alojamiento entero: piso en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"4,92",118 evaluaciones,2 dormitorios,2 baños,3 camas,4 viajeros
1630,1122232768444528531,"Alojamiento entero: piso en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"5,0",4 evaluaciones,4 dormitorios,5 baños,4 camas,8 viajeros
1631,32485771,"Habitación en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"4,80",60 evaluaciones,1 dormitorio,· baño privado en la habitación,1 cama,No especificado
1632,32732365,"Habitación en Rubí, España",Barcelona,,20 €,No disponible en Agosto,Sin valoraciones,Sin valoraciones,1 dormitorio,baño compartido,1 cama,No especificado
1633,1111395854860768017,"Habitación en Badalona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,Nuevo,2 evaluaciones,1 dormitorio,baño compartido,1 cama,No especificado
1634,963289,"Alojamiento entero: piso en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,3 dormitorios,2 baños,4 camas,6 viajeros
1635,1136252486805815148,"Habitación en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,Nuevo,2 evaluaciones,1 dormitorio,baño compartido,1 cama,No especificado
1636,1018172700305953812,"Habitación en Barcelona, España",Barcelona,,89 €,129 €,"4,80",5 evaluaciones,1 dormitorio,baño compartido,1 cama,No especificado
1637,980380412776193644,"Habitación en Barcelona, España",Barcelona,,No disponible en Octubre,85 €,"5,0",3 evaluaciones,1 dormitorio,· baño privado en el alojamiento,1 cama,No especificado
1638,1001923103040979793,"Habitación en Badalona, España",Barcelona,,60 €,71 €,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,baño compartido,1 cama,No especificado
1639,790512115560289546,"Alojamiento entero: piso en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Sin valoraciones,1 dormitorio,1 baño,2 camas,4 viajeros
1640,646348983670886594,"Habitación en Barcelona, España",Barcelona,,No disponible en Octubre,73 €,"4,80",10 evaluaciones,1 dormitorio,baño compartido,No especificado,No especificado
1641,992851837782545030,"Alojamiento entero: piso en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Sin valoraciones,2 dormitorios,1 baño,No especificado,4 viajeros
1642,815192059017843443,"Habitación en Barcelona, España",Barcelona,,70 €,98 €,"4,74",19 evaluaciones,1 dormitorio,· baño privado en la habitación,1 cama,No especificado
1643,17151412,"Alojamiento entero: piso en Barcelona, España",Barcelona,,266 €,335 €,"4,65",201 evaluaciones,1 dormitorio,1 baño,1 cama,2 viajeros
1644,27502982,"Habitación en Barcelona, España",Barcelona,,50 €,No disponible en Agosto,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,baño compartido,3 camas,No especificado
1645,730559606468704616,"Habitación en L'Hospitalet de Llobregat, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"4,84",93 evaluaciones,1 dormitorio,baño compartido,No especificado,No especificado
1646,4783753,"Habitación privada en: piso en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"4,84",56 evaluaciones,1 dormitorio,1 baño privado,1 cama,1 viajero
1647,1125994303493704925,"Habitación en Barcelona, España",Barcelona,,110 €,110 €,Nuevo,1 evaluación,1 dormitorio,baño compartido,1 cama,No especificado
1648,469710,"Alojamiento entero: loft en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"4,70",151 evaluaciones,1 dormitorio,1 baño,2 camas,2 viajeros
1649,887546042228472667,"Habitación en Badalona, España",Barcelona,,80 €,No disponible en Agosto,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,· baño privado en el alojamiento,1 cama,No especificado
1650,923219464430512146,"Habitación en La Roca del Vallès, España",Barcelona,,42 €,37 €,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,baño compartido,2 camas,No especificado
1651,2005972,"Alojamiento entero: piso en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"4,60",152 evaluaciones,3 dormitorios,1 baño,4 camas,5 viajeros
1652,1756975,"Alojamiento entero: piso en Barcelona, España",Barcelona,,200 €,250 €,Sin valoraciones,Sin valoraciones,2 dormitorios,1 baño,4 camas,4 viajeros
1653,41897762,"Alojamiento entero: piso en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,3 dormitorios,2 baños,5 camas,5 viajeros
1654,644237171682701865,"Alojamiento entero: piso en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"4,78",18 evaluaciones,2 dormitorios,1 baño,2 camas,4 viajeros
1655,838947105671967924,"Alojamiento entero: piso en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,Sin evaluaciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,2 dormitorios,5 baños,No especificado,4 viajeros
1656,1012305322604145563,"Habitación en Terrassa, España",Barcelona,,23 €,23 €,Sin valoraciones,Sin valoraciones,1 dormitorio,baño compartido,No especificado,No especificado
1657,54158456,"Alojamiento entero: apartamento con servicios en Barcelona, España",Barcelona,,456 €,291 €,Sin valoraciones,Sin valoraciones,1 dormitorio,1 baño,1 cama,4 viajeros
1658,667842691508770629,"Habitación en Olesa de Bonesvalls, España",Barcelona,,25 €,30 €,Sin valoraciones,2 evaluaciones,1 dormitorio,baño compartido,No especificado,No especificado
1659,1035191296196023636,"Habitación en Barcelona, España",Barcelona,,140 €,189 €,"4,78",9 evaluaciones,2 dormitorios,· baño privado en la habitación,No especificado,No especificado
1660,43651316,"Habitación en L'Hospitalet de Llobregat, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,· baño privado en el alojamiento,1 cama,No especificado
1661,39219334,"Alojamiento entero: piso en Barcelona, España",Barcelona,,No disponible en Octubre,250 €,"4,57",125 evaluaciones,2 dormitorios,2 baños,2 camas,4 viajeros
1662,1048265604717547798,"Alojamiento entero: piso en Barcelona, España",Barcelona,,No disponible en Octubre,392 €,"4,92",12 evaluaciones,2 dormitorios,1 baño,3 camas,4 viajeros
1663,747530432402201898,"Habitación en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"5,0",4 evaluaciones,1 dormitorio,baño compartido,1 cama,No especificado
1664,617443917030295492,"Habitación en Barcelona, España",Barcelona,,58 €,58 €,"4,76",29 evaluaciones,1 dormitorio,baño compartido,1 cama,No especificado
1665,1106399114959624659,"Alojamiento entero: piso en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"5,0",4 evaluaciones,1 dormitorio,1 baño,2 camas,3 viajeros
1666,42547432,"Habitación en Barcelona, España",Barcelona,,19 €,No disponible en Agosto,"4,64",14 evaluaciones,1 dormitorio,baño compartido,1 cama,No especificado
1667,1130989275309559624,,Barcelona,,No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Sin valoraciones,,,,
1668,935403354801193649,,Barcelona,,No disponible en Octubre,60 €,Sin valoraciones,Sin valoraciones,,,,
1669,1052761970191046037,"Alojamiento entero: piso en Barcelona, España",Barcelona,,No disponible en Octubre,282 €,"4,71",7 evaluaciones,1 dormitorio,1 baño,1 cama,2 viajeros
1670,805187979278991526,"Habitación en Barcelona, España",Barcelona,,55 €,129 €,"4,69",68 evaluaciones,1 dormitorio,baño compartido,1 cama,No especificado
1671,1111033906674526825,"Habitación en Barcelona, España",Barcelona,,51 €,75 €,"4,67",3 evaluaciones,0 dormitorios,Sin baños,No especificado,No especificado
1672,780401144564841258,"Alojamiento entero: piso en Barcelona, España",Barcelona,,250 €,250 €,"4,87",23 evaluaciones,2 dormitorios,1 baño,4 camas,6 viajeros
1673,20909180,"Habitación en Barcelona, España",Barcelona,,48 €,48 €,"4,64",25 evaluaciones,1 dormitorio,baño compartido,No especificado,No especificado
1674,1014202030108582665,"Habitación en Badalona, España",Barcelona,,58 €,58 €,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,baño compartido,1 cama,No especificado
1675,5141070,"Alojamiento entero: piso en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"4,57",151 evaluaciones,1 dormitorio,1 baño,1 cama,4 viajeros
1676,34269049,"Alojamiento entero: loft en Barcelona, España",Barcelona,,90 €,No disponible en Agosto,"3,67",6 evaluaciones,1 dormitorio,1 baño,No especificado,2 viajeros
1677,1122211331745188878,"Alojamiento entero: piso en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"5,0",4 evaluaciones,2 dormitorios,1 baño,3 camas,6 viajeros
1678,1737505,"Alojamiento entero: piso en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"4,70",520 evaluaciones,1 dormitorio,1 baño,2 camas,4 viajeros
1679,52359464,"Alojamiento entero: piso en Barcelona, España",Barcelona,,267 €,218 €,"4,64",87 evaluaciones,1 dormitorio,1 baño,1 cama,2 viajeros
1680,668142900953922167,"Habitación en Gavà, España",Barcelona,,36 €,No disponible en Agosto,"4,74",81 evaluaciones,1 dormitorio,baño compartido,1 cama,No especificado
1681,9984886,"Habitación en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Sin valoraciones,1 dormitorio,baño compartido,1 cama,No especificado
1682,2329405,"Alojamiento entero: piso en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Sin valoraciones,3 dormitorios,2 baños,5 camas,8 viajeros
1683,1052240263726352514,"Alojamiento entero: piso en Barcelona, España",Barcelona,,46 €,46 €,"4,70",10 evaluaciones,1 dormitorio,1 baño,2 camas,4 viajeros
1684,6560025,"Habitación en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Sin valoraciones,1 dormitorio,baño compartido,1 cama,No especificado
1685,1133125794628380016,"Habitación en Sant Adrià de Besòs, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"4,60",5 evaluaciones,1 dormitorio,Sin baños,1 cama,No especificado
1686,1830227,"Alojamiento entero: piso en Barcelona, España",Barcelona,,250 €,No disponible en Agosto,Sin valoraciones,Sin valoraciones,1 dormitorio,1 baño,1 cama,3 viajeros
1687,1094304190413839835,"Habitación en Barcelona, España",Barcelona,,80 €,80 €,"4,67",3 evaluaciones,1 dormitorio,baño compartido,1 cama,No especificado
1688,17361756,"Habitación en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"5,0",3 evaluaciones,1 dormitorio,baño compartido,1 cama,No especificado
1689,788872547667959539,"Habitación en Santa Coloma de Gramenet, España",Barcelona,,60 €,No disponible en Agosto,"4,83",60 evaluaciones,1 dormitorio,baño compartido,1 cama,No especificado
1690,927234810374217760,"Habitación en Sant Joan Despí, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"4,50",6 evaluaciones,1 dormitorio,baño compartido,1 cama,No especificado
1691,969453451947468262,"Habitación en Barcelona, España",Barcelona,,1.000 €,No disponible en Agosto,"4,55",11 evaluaciones,1 dormitorio,baño compartido,1 cama,No especificado
1692,1019340307296601080,"Alojamiento entero: apartamento con servicios en Barcelona, España",Barcelona,,195 €,207 €,Sin valoraciones,Sin valoraciones,1 dormitorio,1 baño,1 cama,2 viajeros
1693,273932,"Alojamiento entero: piso en Barcelona, España",Barcelona,,250 €,280 €,"4,71",290 evaluaciones,2 dormitorios,2 baños,2 camas,4 viajeros
1694,928048408131067594,"Habitación privada en: piso en Sant Adrià de Besòs, España",Barcelona,,52 €,52 €,"5,0",3 evaluaciones,1 dormitorio,baño compartido,1 cama,1 viajero
1695,50617365,"Alojamiento entero: loft en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"4,78",141 evaluaciones,2 dormitorios,1 baño,2 camas,4 viajeros
1696,696777471141566786,"Habitación en Barcelona, España",Barcelona,,50 €,No disponible en Agosto,"4,47",81 evaluaciones,1 dormitorio,baño compartido,1 cama,No especificado
1697,28366001,"Habitación privada en: hostal en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"4,50",10 evaluaciones,1 dormitorio,1 baño,No especificado,2 viajeros
1698,1141166417670337824,"Habitación en Barcelona, España",Barcelona,,60 €,60 €,Nuevo,Sin valoraciones,1 dormitorio,baño compartido,No especificado,No especificado
1699,934768528390792431,"Habitación en Barcelona, España",Barcelona,,169 €,180 €,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,· baño privado en el alojamiento,1 cama,No especificado
1700,893566680384176153,"Alojamiento entero: piso en Sant Adrià de Besòs, España",Barcelona,,199 €,189 €,"4,80",44 evaluaciones,1 dormitorio,1 baño,2 camas,2 viajeros
1701,523845704387885995,"Alojamiento entero: apartamento con servicios en L'Hospitalet de Llobregat, España",Barcelona,,No disponible en Octubre,219 €,Sin valoraciones,Sin valoraciones,1 dormitorio,1 baño,No especificado,2 viajeros
1702,12469542,"Habitación en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,· baño privado en el alojamiento,2 camas,No especificado
1703,29182320,"Habitación en L'Hospitalet de Llobregat, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,baño compartido,1 cama,No especificado
1704,548990291668456542,"Habitación en hotel boutique en Barcelona, España",Barcelona,,356 €,219 €,"4,78",528 evaluaciones,1 dormitorio,1 baño privado,1 cama,2 viajeros
1705,986306553508571608,"Habitación en Barcelona, España",Barcelona,,75 €,75 €,Sin valoraciones,Sin valoraciones,1 dormitorio,baño compartido,1 cama,No especificado
1706,33762391,"Alojamiento entero: piso en Barcelona, España",Barcelona,,325 €,325 €,Sin valoraciones,Sin valoraciones,3 dormitorios,2 baños,6 camas,6 viajeros
1707,1050484394201799461,"Habitación en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"4,64",11 evaluaciones,0 dormitorios,baño compartido,No especificado,No especificado
1708,683941003011180871,"Alojamiento entero: apartamento con servicios en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"4,75",4 evaluaciones,3 dormitorios,2 baños,4 camas,6 viajeros
1709,1121806518495909736,,Barcelona,,No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Sin valoraciones,,,,
1710,813100191219176858,"Habitación en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"4,50",54 evaluaciones,1 dormitorio,baño compartido,1 cama,No especificado
1711,1119644407620781659,"Alojamiento entero: loft en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,Nuevo,1 evaluación,1 dormitorio,5 baños,2 camas,4 viajeros
1712,1120989532653607115,"Alojamiento entero: piso en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,Nuevo,1 evaluación,2 dormitorios,1 baño,2 camas,4 viajeros
1713,989623300384864811,"Habitación en Barcelona, España",Barcelona,,65 €,65 €,"4,25",4 evaluaciones,3 dormitorios,baño compartido,1 cama,No especificado
1714,1128767704269258188,"Habitación en Barcelona, España",Barcelona,,No disponible en Octubre,129 €,"5,0",4 evaluaciones,1 dormitorio,baño compartido,1 cama,No especificado
1715,918015237510061423,"Habitación en Barcelona, España",Barcelona,,75 €,90 €,"4,45",11 evaluaciones,1 dormitorio,baño compartido,No especificado,No especificado
1716,16449601,"Alojamiento entero: apartamento con servicios en Barcelona, España",Barcelona,,273 €,326 €,"4,72",869 evaluaciones,1 dormitorio,1 baño,1 cama,2 viajeros
1717,28366278,"Habitación privada en: hostal en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"4,66",94 evaluaciones,1 dormitorio,0 baños,3 camas,3 viajeros
1718,1018184199097698853,"Habitación en Barcelona, España",Barcelona,,89 €,129 €,"4,0",8 evaluaciones,1 dormitorio,baño compartido,1 cama,No especificado
1719,785547170328341344,"Habitación en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"4,77",141 evaluaciones,1 dormitorio,baño compartido,No especificado,No especificado
1720,33423422,"Alojamiento entero: piso en BARCELONA, España",Barcelona,,272 €,247 €,"4,72",185 evaluaciones,1 dormitorio,1 baño,1 cama,2 viajeros
1721,1122421025239266884,"Habitación en Barcelona, España",Barcelona,,60 €,No disponible en Agosto,Nuevo,2 evaluaciones,1 dormitorio,baño compartido,No especificado,No especificado
