ID,Título,Tipología,Ciudad,Localización,Precio,Valoración,Numero valoraciones,Baños,Camas,Viajeros máximos,Año,Plataforma
00958066206231656109,Alojamiento entero,Alojamiento,Barcelona,"41.5807,2.326556",150,,2,5,3,2,2024,Airbnb
01136240351335249637,Alojamiento entero,Alojamiento,Barcelona,"41.40046,2.19451",,,,5,2,4,2024,Airbnb
00887791141964112537,Habitación,Habitación,Barcelona,"41.3786,2.15242",66,4.35,31,1,1,,2024,Airbnb
00668952557036387813,Alojamiento entero,Alojamiento,Barcelona,"41.38476,2.15358",,4.68,53,2,2,4,2024,Airbnb
00000000000043235590,Alojamiento entero,Alojamiento,Barcelona,"41.40345,2.15532",298,4.67,566,1,2,4,2024,Airbnb
00684559120436753900,Habitación,Habitación,Barcelona,"41.433,2.1403",70,,,1,3,,2024,Airbnb
01007231061137744600,Habitación,Habitación,Barcelona,,106,4.09,11,1,2,,2024,Airbnb
01081916766467117308,,,Barcelona,"41.411786,2.171538",,,,1,,,2024,Airbnb
01084182294297762689,Habitación,Habitación,Barcelona,"41.4107,2.1894",66,,2,1,,,2024,Airbnb
00763717355777872478,Habitación,Habitación,Barcelona,"41.37386,2.160388",55,4.43,28,1,1,,2024,Airbnb
00966699601100811859,Alojamiento entero,Alojamiento,Barcelona,"41.5347,2.4447",,,,1,1,4,2024,Airbnb
00000000000024238588,Habitación,Habitación,Barcelona,"41.382198,2.183753",338,4.66,455,1,2,2,2024,Airbnb
00000000000024424717,Habitación,Habitación,Barcelona,"41.384632,2.177421",250,4.8,1166,1,1,2,2024,Airbnb
00000000000014921978,Habitación,Habitación,Barcelona,"41.37196,2.16232",65,4.78,174,1,,,2024,Airbnb
00000000000038263959,Alojamiento entero,Alojamiento,Barcelona,"41.3803,2.1366",,,,2,3,4,2024,Airbnb
00000000000014463163,Alojamiento entero,Alojamiento,Barcelona,"41.39505,2.17859",270,,,1,3,4,2024,Airbnb
00000000000052356442,Alojamiento entero,Alojamiento,Barcelona,"41.40306,2.14504",358,4.43,42,1,2,4,2024,Airbnb
01083881131491777262,Habitación,Habitación,Barcelona,"41.384859,2.181199",,4.69,13,1,1,,2024,Airbnb
01084241468525933821,Alojamiento entero,Alojamiento,Barcelona,"41.4171,2.2221",292,,,2,,4,2024,Airbnb
00000000000004904743,Alojamiento entero,Alojamiento,Barcelona,"41.38008,2.12339",190,,,2,4,5,2024,Airbnb
01117044813242677570,Alojamiento entero,Alojamiento,Barcelona,"41.4016,2.1558",145,,1,1,,2,2024,Airbnb
00693220557677712903,Alojamiento entero,Alojamiento,Barcelona,"41.36045,2.12703",142,4.52,54,1,2,2,2024,Airbnb
00953562876536861662,,,Barcelona,"41.376751,2.153177",224,,,1,,,2024,Airbnb
00000000000052868638,Alojamiento entero,Alojamiento,Barcelona,,613,4.81,149,1,4,6,2024,Airbnb
01092556855356258080,Habitación,Habitación,Barcelona,"41.37755,2.19195",,5.0,4,1,,,2024,Airbnb
00843945221088165655,Alojamiento entero,Alojamiento,Barcelona,"41.380698,2.145951",380,4.25,12,1,3,5,2024,Airbnb
00705509681290749717,Habitación,Habitación,Barcelona,"41.491317,2.35295",55,4.83,6,1,,,2024,Airbnb
01122655494249487934,Habitación,Habitación,Barcelona,"41.464482,2.047543",28,,,1,1,,2024,Airbnb
00794722300794078643,Alojamiento entero,Alojamiento,Barcelona,"41.6373,2.1897",35,,,1,,2,2024,Airbnb
00000000000024274447,Habitación,Habitación,Barcelona,"41.4162,2.1597",60,4.77,106,1,1,,2024,Airbnb
00000000000053543744,Alojamiento entero,Alojamiento,Barcelona,"41.76899,2.25068",,,,1,3,4,2024,Airbnb
00960747866452610033,Alojamiento entero,Alojamiento,Barcelona,"41.38542,2.15769",270,,2,1,2,4,2024,Airbnb
01102831019228536332,Habitación,Habitación,Barcelona,,,,,1,,,2024,Airbnb
01128686099621755790,Alojamiento entero,Alojamiento,Barcelona,"41.40278,2.17385",,4.67,3,1,,3,2024,Airbnb
00000000000018918143,Alojamiento entero,Alojamiento,Barcelona,"41.4071,2.2134",1206,4.65,79,3,7,0,2024,Airbnb
01118050701862951281,Alojamiento entero,Alojamiento,Barcelona,"41.406185,2.214186",441,,,2,2,4,2024,Airbnb
00906548034457657183,Habitación,Habitación,Barcelona,"41.4071,2.1705",28,,,1,1,,2024,Airbnb
00000000000002528991,Alojamiento entero,Alojamiento,Barcelona,"41.41603,2.17882",,,,1,4,6,2024,Airbnb
00000000000032649746,Habitación,Habitación,Barcelona,,,4.76,95,1,1,,2024,Airbnb
01108690419660295040,Habitación privada en,Habitación,Barcelona,"41.41921,2.18335",90,4.67,3,1,,2,2024,Airbnb
00000000000049028532,Alojamiento entero,Alojamiento,Barcelona,"41.38846,2.16101",,4.8,111,1,2,5,2024,Airbnb
00999180200821552889,Habitación,Habitación,Barcelona,"41.408664,2.189683",,4.74,19,1,1,,2024,Airbnb
00000000000054155258,Alojamiento entero,Alojamiento,Barcelona,"41.396,2.137",230,,,1,2,2,2024,Airbnb
00855084253369890996,Habitación,Habitación,Barcelona,,122,4.28,36,1,2,,2024,Airbnb
00000000000003508191,Alojamiento entero,Alojamiento,Barcelona,"41.42662,2.17842",,4.67,45,1,3,5,2024,Airbnb
00000000000008987797,Habitación,Habitación,Barcelona,"41.40858,2.18791",52,4.82,84,1,1,,2024,Airbnb
00000000000004238751,Alojamiento entero,Alojamiento,Barcelona,"41.3885,2.1548",,4.55,251,1,3,4,2024,Airbnb
00000000000004725070,Alojamiento entero,Alojamiento,Barcelona,"41.3906,2.1649",,4.7,53,2,4,2,2024,Airbnb
00980560771610249293,Habitación,Habitación,Barcelona,"41.37997,2.1751",,5.0,3,1,1,,2024,Airbnb
00000000000001216600,Alojamiento entero,Alojamiento,Barcelona,"41.3818,2.1508",,4.75,337,2,2,6,2024,Airbnb
01107671266642199553,Alojamiento entero,Alojamiento,Barcelona,"41.37687,2.15157",184,5.0,3,1,3,4,2024,Airbnb
01126008217311712283,Habitación,Habitación,Barcelona,"41.381774,2.189389",110,,1,1,1,,2024,Airbnb
00523861655788538928,Alojamiento entero,Alojamiento,Barcelona,"41.37181,2.12525",219,4.78,139,1,1,2,2024,Airbnb
01147095231559251906,Habitación,Habitación,Barcelona,"41.37776,2.17154",95,,,1,,,2024,Airbnb
00000000000050289223,Alojamiento entero,Alojamiento,Barcelona,"41.41876,2.22516",,4.67,9,2,,4,2024,Airbnb
00000000000042909365,Alojamiento entero,Alojamiento,Barcelona,"41.381,2.1592",399,4.5,46,1,3,4,2024,Airbnb
01120990719006270551,Alojamiento entero,Alojamiento,Barcelona,"41.38438,2.16745",468,,2,2,3,6,2024,Airbnb
01032744084287757840,Habitación,Habitación,Barcelona,"41.4194,2.1829",,,1,1,1,,2024,Airbnb
00000000000003966264,Alojamiento entero,Alojamiento,Barcelona,"41.38869,2.17009",,,,2,2,4,2024,Airbnb
00000000000005197640,Alojamiento entero,Alojamiento,Barcelona,"41.38848,2.15607",258,4.64,125,1,1,2,2024,Airbnb
01016389494810465945,Habitación,Habitación,Barcelona,,,,,1,1,,2024,Airbnb
00627956207400888990,Habitación,Habitación,Barcelona,"41.40076,2.17836",,,,1,1,,2024,Airbnb
00000000000001207471,Alojamiento entero,Alojamiento,Barcelona,"41.37762,2.12321",105,4.82,428,1,1,2,2024,Airbnb
00000000000003189106,Alojamiento entero,Alojamiento,Barcelona,,,4.14,66,1,4,5,2024,Airbnb
00000000000048407215,Habitación,Habitación,Barcelona,"41.57664,2.0282",,,,1,1,,2024,Airbnb
00602223988153067940,Alojamiento entero,Alojamiento,Barcelona,"41.40013,2.1439",200,,,1,,2,2024,Airbnb
01114530356460846337,Alojamiento entero,Alojamiento,Barcelona,"41.6398,1.8568",65,5.0,4,1,3,6,2024,Airbnb
00000000000050427228,Alojamiento entero,Alojamiento,Barcelona,"41.39647,2.1605",175,,,5,1,2,2024,Airbnb
00822367260984411780,Alojamiento entero,Alojamiento,Barcelona,"41.39969,2.20913",,,2,1,2,4,2024,Airbnb
00629599325753407659,Habitación,Habitación,Barcelona,"41.45692,2.24219",,4.42,26,1,1,,2024,Airbnb
01128868258605082876,Habitación,Habitación,Barcelona,,25,,1,1,,,2024,Airbnb
00000000000053434573,Habitación,Habitación,Barcelona,"41.78106,2.24491",,,,1,1,,2024,Airbnb
00699200769444468433,Alojamiento entero,Alojamiento,Barcelona,"41.35852,2.10598",,3.92,60,1,4,5,2024,Airbnb
00939556762057369271,Alojamiento entero,Alojamiento,Barcelona,"41.3797,2.1479",453,4.88,24,1,4,4,2024,Airbnb
00000000000008918070,Alojamiento entero,Alojamiento,Barcelona,"41.44047,2.18518",110,5.0,6,1,1,3,2024,Airbnb
01096531859503774713,Habitación,Habitación,Barcelona,"41.40433,2.17441",149,,,1,1,,2024,Airbnb
00000000000018918145,Alojamiento entero,Alojamiento,Barcelona,"41.4047,2.2153",,4.69,77,2,4,6,2024,Airbnb
00000000000010038461,Alojamiento entero,Alojamiento,Barcelona,"41.37431,2.16577",,,,1,3,4,2024,Airbnb
00887641446033044405,Habitación,Habitación,Barcelona,"41.374,2.1233",52,,,1,,,2024,Airbnb
00000000000006833040,Habitación,Habitación,Barcelona,"41.37493,2.11538",,4.5,255,1,1,,2024,Airbnb
01105893031950200741,Alojamiento entero,Alojamiento,Barcelona,"41.36538,2.12221",240,,1,1,3,4,2024,Airbnb
01060821612466718044,Habitación,Habitación,Barcelona,"41.37949,2.17274",,4.82,11,1,,,2024,Airbnb
00924023672552014161,Alojamiento entero,Alojamiento,Barcelona,"41.49765,2.284237",400,,,2,5,7,2024,Airbnb
00000000000025255976,Alojamiento entero,Alojamiento,Barcelona,"41.48003,2.16738",145,,,1,4,5,2024,Airbnb
01131366846438745248,Habitación,Habitación,Barcelona,"41.379165,2.170071",100,,2,1,,,2024,Airbnb
00637661402684941139,Alojamiento entero,Alojamiento,Barcelona,"41.3937,2.1604",332,,,1,2,3,2024,Airbnb
01128874487738341793,Alojamiento entero,Alojamiento,Barcelona,"41.39022,2.17791",,,1,5,,2,2024,Airbnb
01026836943816443068,Habitación,Habitación,Barcelona,"41.4227,2.1771",79,,,1,1,,2024,Airbnb
01145451573270427319,Habitación,Habitación,Barcelona,"41.3645,2.1265",83,,,1,,,2024,Airbnb
00801300110552190218,Habitación,Habitación,Barcelona,"41.380182,2.171971",,4.78,54,1,,,2024,Airbnb
00630911387418046308,Alojamiento entero,Alojamiento,Barcelona,"41.3973,2.1593",224,4.32,134,1,2,2,2024,Airbnb
00000000000040587718,Alojamiento entero,Alojamiento,Barcelona,,,5.0,4,0,,2,2024,Airbnb
00694423390785489723,Habitación,Habitación,Barcelona,"41.4366,2.1589",79,4.69,32,1,1,,2024,Airbnb
00812236564304153703,Alojamiento entero,Alojamiento,Barcelona,"41.4111,2.186",232,,,1,4,5,2024,Airbnb
00000000000013817411,Habitación,Habitación,Barcelona,"41.37208,2.167739",,4.28,18,1,,,2024,Airbnb
00837806790810271137,Habitación,Habitación,Barcelona,"41.48834,2.1393",42,4.5,8,1,,,2024,Airbnb
00998214781463257280,Habitación,Habitación,Barcelona,"41.4315,2.1391",70,,,1,1,,2024,Airbnb
00841156161628075641,Alojamiento entero,Alojamiento,Barcelona,,352,4.58,24,1,3,5,2024,Airbnb
00000000000020030829,Habitación,Habitación,Barcelona,"41.36324,2.12398",28,4.73,433,1,1,,2024,Airbnb
00000000000025652280,Habitación,Habitación,Barcelona,,71,,,1,1,,2024,Airbnb
01070256814713382946,Alojamiento entero,Alojamiento,Barcelona,"41.3771,2.164",212,5.0,7,1,1,2,2024,Airbnb
00843583628506984374,Habitación,Habitación,Barcelona,"41.3714,2.1656",73,,,1,1,,2024,Airbnb
00695396420258885279,Minicasa,Casa,Barcelona,"41.4413,2.05838",,,,1,1,2,2024,Airbnb
00000000000052395994,Alojamiento entero,Alojamiento,Barcelona,"41.38321,2.18192",208,4.38,52,5,2,3,2024,Airbnb
00862935044113232025,Alojamiento entero,Alojamiento,Barcelona,"41.411888,2.172333",162,3.98,55,1,3,3,2024,Airbnb
00000000000052418944,Habitación,Habitación,Barcelona,"41.45133,2.18857",35,4.23,71,1,,,2024,Airbnb
00000000000017359006,Alojamiento entero,Alojamiento,Barcelona,"41.37044,2.11154",170,4.22,192,1,2,2,2024,Airbnb
00888172152214096189,Alojamiento entero,Alojamiento,Barcelona,,,3.8,5,1,2,3,2024,Airbnb
00948504515482649067,Alojamiento entero,Alojamiento,Barcelona,"41.55098,2.449136",64,,,1,1,2,2024,Airbnb
01087711478315042988,Habitación,Habitación,Barcelona,"41.4028,2.2026",90,4.44,9,1,,,2024,Airbnb
01095037039468601422,Alojamiento entero,Alojamiento,Barcelona,"41.587161,2.421238",,,1,1,1,2,2024,Airbnb
01145468358336723177,Habitación,Habitación,Barcelona,,,,,1,1,,2024,Airbnb
00000000000012256600,Alojamiento entero,Alojamiento,Barcelona,"41.3816,2.1376",,4.81,363,1,4,4,2024,Airbnb
00843949412400054866,Alojamiento entero,Alojamiento,Barcelona,"41.37969,2.147695",343,4.71,31,1,3,5,2024,Airbnb
01002868318993584403,Habitación,Habitación,Barcelona,,,4.75,4,1,,,2024,Airbnb
01111023310105520306,Habitación,Habitación,Barcelona,"41.371611,2.154971",50,,,1,1,,2024,Airbnb
00922459506908232535,Habitación,Habitación,Barcelona,"41.37723,2.18861",,4.76,72,1,,,2024,Airbnb
00000000000049477480,Alojamiento entero,Alojamiento,Barcelona,"41.37885,2.19164",635,4.81,79,2,2,4,2024,Airbnb
01112482274937242839,Habitación privada en,Habitación,Barcelona,"41.38135,2.14871",129,4.43,7,1,1,2,2024,Airbnb
00000000000032572789,Alojamiento entero,Alojamiento,Barcelona,"41.4022,2.1794",244,4.69,75,1,3,6,2024,Airbnb
00000000000001150128,Alojamiento entero,Alojamiento,Barcelona,"41.4121,2.14045",130,4.79,196,1,2,4,2024,Airbnb
00000000000042802494,,,Barcelona,"41.381,2.1592",294,,,1,,,2024,Airbnb
00963075933164660146,Habitación,Habitación,Barcelona,"41.4032,2.2",118,,,1,1,,2024,Airbnb
00843958966193962145,Alojamiento entero,Alojamiento,Barcelona,"41.378942,2.147564",382,4.63,19,1,3,5,2024,Airbnb
01100259048686597204,Alojamiento entero,Alojamiento,Barcelona,"41.408,2.1668",301,,,1,2,3,2024,Airbnb
00712034758516156327,Habitación,Habitación,Barcelona,"41.4446,2.22389",,4.67,33,1,,,2024,Airbnb
00000000000053235826,Alojamiento entero,Alojamiento,Barcelona,"41.3806,2.16187",,4.89,200,5,2,5,2024,Airbnb
00893336277308710394,Habitación,Habitación,Barcelona,"41.3809,2.178",65,4.56,61,1,,,2024,Airbnb
00000000000008881364,Alojamiento entero,Alojamiento,Barcelona,"41.37984,2.13544",,,,2,3,4,2024,Airbnb
01092591785783325905,Habitación privada en,Habitación,Barcelona,"41.37578,2.15106",129,4.57,7,5,1,2,2024,Airbnb
01127510067063142815,Alojamiento entero,Alojamiento,Barcelona,"41.383538,2.182829",,,1,2,,3,2024,Airbnb
00000000000052359939,Alojamiento entero,Alojamiento,Barcelona,"41.40421,2.14515",432,4.72,46,1,4,5,2024,Airbnb
01097721490074308210,Alojamiento entero,Alojamiento,Barcelona,"41.39724,2.159361",,,2,1,2,4,2024,Airbnb
00563027866454562837,,,Barcelona,"41.41667,2.14729",180,,,1,,,2024,Airbnb
00000000000000957657,Alojamiento entero,Alojamiento,Barcelona,"41.3737,2.1661",,,,5,3,6,2024,Airbnb
01137707507618059952,Alojamiento entero,Alojamiento,Barcelona,"41.381238,2.168016",,,,1,,2,2024,Airbnb
00000000000017343899,Alojamiento entero,Alojamiento,Barcelona,"41.39119,2.15106",300,4.89,192,2,2,4,2024,Airbnb
01135411163238897428,Habitación,Habitación,Barcelona,"41.393337,2.169519",232,,,1,2,,2024,Airbnb
00571592401854499695,Alojamiento entero,Alojamiento,Barcelona,"41.4683,2.2845",250,,,5,,6,2024,Airbnb
01101637444870913900,Habitación,Habitación,Barcelona,,60,,1,1,1,,2024,Airbnb
01081905420998498291,Habitación,Habitación,Barcelona,"41.453,2.1897",,4.75,4,1,,,2024,Airbnb
00959890232882537674,Alojamiento entero,Alojamiento,Barcelona,"41.5536,2.0061",90,,,1,1,3,2024,Airbnb
00000000000046346738,Habitación,Habitación,Barcelona,"41.38138,2.16021",,4.65,118,1,1,,2024,Airbnb
00930975313937523983,Habitación,Habitación,Barcelona,"41.379244,2.041031",80,,,1,2,,2024,Airbnb
00000000000008030534,Alojamiento entero,Alojamiento,Barcelona,"41.3851,2.1465",,4.7,319,1,4,5,2024,Airbnb
01130939047460105371,Alojamiento entero,Alojamiento,Barcelona,"41.41309,2.19035",126,,,2,2,3,2024,Airbnb
00000000000023586943,Alojamiento entero,Alojamiento,Barcelona,"41.38473,2.1797",,,,2,4,4,2024,Airbnb
00996824937935693120,Alojamiento entero,Alojamiento,Barcelona,"41.4189,2.1847",125,5.0,4,1,1,2,2024,Airbnb
00566425787085977531,Alojamiento entero,Alojamiento,Barcelona,"41.40366,2.14502",301,4.69,35,1,2,4,2024,Airbnb
01148390322402063375,Habitación,Habitación,Barcelona,"41.447318,2.1996",,,,1,,,2024,Airbnb
00000000000014161568,Habitación,Habitación,Barcelona,"41.37129,2.16268",73,4.41,135,1,1,,2024,Airbnb
01133095531340063208,Habitación,Habitación,Barcelona,"41.38533,2.18486",,,,1,,,2024,Airbnb
01133093368310590881,Habitación,Habitación,Barcelona,,,,,1,,,2024,Airbnb
00000000000001047089,Alojamiento entero,Alojamiento,Barcelona,"41.4024,2.1567",,4.58,560,1,3,5,2024,Airbnb
01024439156015801160,Habitación,Habitación,Barcelona,"41.40979,2.16369",,,,1,1,,2024,Airbnb
01075241812925722852,Alojamiento entero,Alojamiento,Barcelona,"41.38026,2.18844",466,4.6,5,1,1,2,2024,Airbnb
00000000000021058050,Alojamiento entero,Alojamiento,Barcelona,,,,,1,,3,2024,Airbnb
00722356094689902263,Alojamiento entero,Alojamiento,Barcelona,"41.40224,2.14633",408,4.5,24,1,2,4,2024,Airbnb
01044244447644308072,Alojamiento entero,Alojamiento,Barcelona,"41.3777,2.1289",88,4.47,15,1,1,2,2024,Airbnb
00703747342811643353,Habitación,Habitación,Barcelona,"41.37464,2.12508",,,,1,,,2024,Airbnb
00000000000023814991,Alojamiento entero,Alojamiento,Barcelona,"41.40628,2.17851",238,4.57,152,1,2,3,2024,Airbnb
00770842361150411755,Habitación,Habitación,Barcelona,"41.379997,2.151704",155,4.88,16,1,,,2024,Airbnb
01150038289156845406,Alojamiento entero,Alojamiento,Barcelona,,321,,,1,2,4,2024,Airbnb
01110686287006061600,Habitación,Habitación,Barcelona,"41.3707,2.1244",40,,,1,1,,2024,Airbnb
00962270682209536347,Habitación,Habitación,Barcelona,"41.405287,2.137841",,,,1,,,2024,Airbnb
01074715899581051896,Habitación,Habitación,Barcelona,"41.3854,2.1433",53,,,1,,,2024,Airbnb
00000000000001574104,Alojamiento entero,Alojamiento,Barcelona,"41.3691,2.1308",,4.86,145,1,2,4,2024,Airbnb
00000000000024490915,Habitación,Habitación,Barcelona,"41.3742,2.1062",27,4.42,33,1,1,,2024,Airbnb
00997210594290448687,Habitación,Habitación,Barcelona,"41.361368,2.111872",99,5.0,3,1,1,,2024,Airbnb
00812246118240462269,Alojamiento entero,Alojamiento,Barcelona,"41.412006,2.184849",221,4.33,3,1,4,5,2024,Airbnb
00566517877877499747,Habitación,Habitación,Barcelona,"41.420452,2.188845",,,1,1,1,,2024,Airbnb
00000000000005871859,Habitación,Habitación,Barcelona,,,,,1,1,,2024,Airbnb
00000000000018918136,Alojamiento entero,Alojamiento,Barcelona,"41.4057,2.2152",493,4.5,24,2,4,6,2024,Airbnb
01128988652242178565,Habitación,Habitación,Barcelona,"41.447582,2.208406",36,,,1,,,2024,Airbnb
00000000000000534410,Alojamiento entero,Alojamiento,Barcelona,"41.39877,2.17755",280,,,1,1,2,2024,Airbnb
00000000000004310497,Alojamiento entero,Alojamiento,Barcelona,"41.38238,2.14829",590,4.79,63,2,3,4,2024,Airbnb
00000000000003502018,Alojamiento entero,Alojamiento,Barcelona,"41.38715,2.17021",245,4.66,191,1,1,4,2024,Airbnb
00600371086640483735,,,Barcelona,,,,,1,,,2024,Airbnb
00000000000004422386,Alojamiento entero,Alojamiento,Barcelona,"41.3971,2.2056",448,4.81,421,1,3,4,2024,Airbnb
00980170483011190101,Alojamiento entero,Alojamiento,Barcelona,"41.3877,2.1353",275,,,2,3,4,2024,Airbnb
00000000000053162571,Habitación,Habitación,Barcelona,"41.49724,2.0388",,4.63,27,1,1,,2024,Airbnb
00000000000050476381,Alojamiento entero,Alojamiento,Barcelona,"41.39403,2.16408",1368,4.75,83,5,5,0,2024,Airbnb
00000000000005349031,Alojamiento entero,Alojamiento,Barcelona,"41.3871,2.1499",,,,2,3,4,2024,Airbnb
00000000000038618433,Habitación,Habitación,Barcelona,,127,5.0,8,1,,,2024,Airbnb
01128953326608141270,Alojamiento entero,Alojamiento,Barcelona,"41.37793,2.16653",100,,,1,,2,2024,Airbnb
01108843621694421528,Habitación,Habitación,Barcelona,"41.556061,2.108517",,,,1,,,2024,Airbnb
00801550599741129719,Habitación,Habitación,Barcelona,"41.376662,2.101861",25,4.63,80,1,1,,2024,Airbnb
00000000000001933923,Alojamiento entero,Alojamiento,Barcelona,"41.40213,2.16996",280,4.66,71,1,4,6,2024,Airbnb
01005009416313694865,Habitación,Habitación,Barcelona,"41.393265,2.166689",106,4.64,11,1,1,,2024,Airbnb
01104826360145668489,Alojamiento entero,Alojamiento,Barcelona,"41.37223,2.159202",,4.25,4,1,3,5,2024,Airbnb
00000000000051344618,,,Barcelona,"41.38149,2.15991",,,,1,,,2024,Airbnb
00000000000048680231,Habitación,Habitación,Barcelona,"41.37548,2.11441",94,4.5,60,1,2,,2024,Airbnb
00000000000003173095,Alojamiento entero,Alojamiento,Barcelona,"41.39424,2.17023",453,4.66,93,1,3,4,2024,Airbnb
00000000000023114905,Alojamiento entero,Alojamiento,Barcelona,"41.3849,2.1711",,,,1,1,3,2024,Airbnb
00795495919035158732,Alojamiento entero,Alojamiento,Barcelona,"41.4377,2.2341",,,,1,,8,2024,Airbnb
01070817546729543157,Alojamiento entero,Alojamiento,Barcelona,"41.374382,2.119249",344,4.5,4,2,,5,2024,Airbnb
00000000000001395001,Alojamiento entero,Alojamiento,Barcelona,"41.37245,2.16696",315,4.73,363,1,3,6,2024,Airbnb
00000000000040575199,Alojamiento entero,Alojamiento,Barcelona,"41.3993,2.20432",500,4.47,49,1,4,6,2024,Airbnb
00000000000034865881,Alojamiento entero,Alojamiento,Barcelona,"41.40017,2.20889",358,4.62,122,2,3,6,2024,Airbnb
01128715863833246863,Habitación,Habitación,Barcelona,"41.387629,2.147882",114,4.75,4,1,1,,2024,Airbnb
00000000000001825397,Alojamiento entero,Alojamiento,Barcelona,"41.3856,2.1405",226,,,2,3,4,2024,Airbnb
00000000000019385792,Habitación,Habitación,Barcelona,,169,4.64,14,1,4,,2024,Airbnb
01076257348753797414,Barco,Barco,Barcelona,"41.41604,2.22829",140,,,1,2,3,2024,Airbnb
01116078406832307905,Habitación,Habitación,Barcelona,"41.36286,2.138648",63,5.0,5,1,1,,2024,Airbnb
00000000000009659171,Granero,Otros,Barcelona,"41.40697,2.14924",209,,,1,3,5,2024,Airbnb
00812868090879318548,Alojamiento entero,Alojamiento,Barcelona,"41.411603,2.184776",221,,2,1,4,5,2024,Airbnb
00000000000011728465,Alojamiento entero,Alojamiento,Barcelona,"41.3844,2.1831",,4.56,278,1,,3,2024,Airbnb
00993441134877526824,Habitación,Habitación,Barcelona,"41.381741,2.173383",,4.67,24,1,1,,2024,Airbnb
00892155734037437562,Alojamiento entero,Alojamiento,Barcelona,"41.38942,2.19124",132,,,1,2,4,2024,Airbnb
01071007929922201209,Alojamiento entero,Alojamiento,Barcelona,"41.38116,2.18682",478,4.88,8,1,1,2,2024,Airbnb
00975107505423731853,Alojamiento entero,Alojamiento,Barcelona,"41.3765,2.1263",,4.4,10,1,2,4,2024,Airbnb
01128725997831253761,Habitación,Habitación,Barcelona,"41.387,2.14774",114,,1,1,1,,2024,Airbnb
01128196930782765620,Habitación privada en,Habitación,Barcelona,,,,,1,1,2,2024,Airbnb
00000000000026095224,Habitación,Habitación,Barcelona,"41.69115,2.16383",27,,,1,2,,2024,Airbnb
00000000000031145711,Habitación,Habitación,Barcelona,"41.38148,2.14259",63,,,1,1,,2024,Airbnb
00705385027198766402,Alojamiento entero,Alojamiento,Barcelona,"41.42532,2.22951",210,,,1,2,4,2024,Airbnb
00878745920653835415,Alojamiento entero,Alojamiento,Barcelona,"41.3798,2.16684",,,,1,4,5,2024,Airbnb
01026182873241923154,Alojamiento entero,Alojamiento,Barcelona,"41.3982,2.1704",328,,2,1,4,6,2024,Airbnb
00750031607924042023,Habitación,Habitación,Barcelona,"41.379,2.1789",74,5.0,9,1,,,2024,Airbnb
00903690945771853041,Habitación,Habitación,Barcelona,"41.38202,2.15045",150,,1,1,,,2024,Airbnb
00000000000033413238,Alojamiento entero,Alojamiento,Barcelona,"41.4304,2.0925",,4.88,85,1,2,2,2024,Airbnb
00000000000002910491,Alojamiento entero,Alojamiento,Barcelona,"41.37395,2.16703",,,,5,3,6,2024,Airbnb
01123969702862184803,Habitación,Habitación,Barcelona,"41.37877,2.19105",125,,,1,1,,2024,Airbnb
00000000000042057280,Alojamiento entero,Alojamiento,Barcelona,"41.37942,2.19297",686,4.74,78,2,2,4,2024,Airbnb
00000000000011737208,Alojamiento entero,Alojamiento,Barcelona,"41.3817,2.1378",,4.81,344,1,4,4,2024,Airbnb
00567444890899139100,Habitación,Habitación,Barcelona,"41.425301,1.918421",,4.78,108,1,1,,2024,Airbnb
00000000000002073044,Alojamiento entero,Alojamiento,Barcelona,"41.37654,2.16337",,4.62,239,1,3,3,2024,Airbnb
00000000000037363362,Habitación,Habitación,Barcelona,"41.4527,2.2483",51,,,1,1,,2024,Airbnb
00000000000046366481,Alojamiento entero,Alojamiento,Barcelona,"41.3952,2.1703",229,4.79,107,1,1,2,2024,Airbnb
00976707829466015775,Habitación,Habitación,Barcelona,"41.38449,2.182759",,,,1,1,,2024,Airbnb
00000000000023690085,Habitación,Habitación,Barcelona,"41.4393,2.2251",40,,,1,1,,2024,Airbnb
01111406052178375860,Alojamiento entero,Alojamiento,Barcelona,"41.656943,2.70586",67,5.0,3,2,,4,2024,Airbnb
00000000000032106544,Alojamiento entero,Alojamiento,Barcelona,"41.30527,1.79866",,,,1,1,2,2024,Airbnb
01115031131163696361,Habitación,Habitación,Barcelona,"41.4159,2.1439",62,4.67,3,1,1,,2024,Airbnb
01041274088185457381,,,Barcelona,"41.423242,2.206784",,,,1,,,2024,Airbnb
01115846355078542068,Alojamiento entero,Alojamiento,Barcelona,"41.37951,2.158265",,,1,2,4,5,2024,Airbnb
00715906355959659453,Habitación,Habitación,Barcelona,"41.3735,2.1192",42,4.81,63,1,1,,2024,Airbnb
00915634796734408957,Habitación,Habitación,Barcelona,"41.3959,2.142018",63,,1,1,1,,2024,Airbnb
00000000000000901211,Alojamiento entero,Alojamiento,Barcelona,,,4.72,278,1,2,4,2024,Airbnb
01126494990364390801,Alojamiento entero,Alojamiento,Barcelona,"41.371478,2.124304",317,,,1,,5,2024,Airbnb
01119728144460631399,Alojamiento entero,Alojamiento,Barcelona,"41.39897,2.19649",,,2,5,2,4,2024,Airbnb
01092581226451976135,Alojamiento entero,Alojamiento,Barcelona,"41.3913,1.9392",200,,,1,,4,2024,Airbnb
00000000000030519306,Alojamiento entero,Alojamiento,Barcelona,"41.57419,2.35067",78,,,1,1,2,2024,Airbnb
